File name	WAVE0001.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2016 17:41										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
'24-06-16 18:25:57	2,18E+01	1,92E+01	4,57E+01	2,50E+01	1,73E+01	4,04E+01	2,55E+01	1,90E+01	4,51E+01	2,52E+01	0
'24-06-16 18:25:58	2,18E+01	1,92E+01	4,56E+01	2,50E+01	1,73E+01	4,04E+01	2,55E+01	1,90E+01	4,51E+01	2,52E+01	0
'24-06-16 18:25:59	2,18E+01	1,92E+01	4,56E+01	2,50E+01	1,73E+01	4,04E+01	2,55E+01	1,90E+01	4,51E+01	2,52E+01	0
'24-06-16 18:26:00	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,03E+01	2,55E+01	1,90E+01	4,51E+01	2,52E+01	0
'24-06-16 18:26:01	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,03E+01	2,55E+01	1,90E+01	4,51E+01	2,52E+01	0
'24-06-16 18:26:02	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,03E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:03	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,03E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:04	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,03E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:05	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,02E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:06	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:07	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,02E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:08	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:09	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,55E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:10	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,54E+01	1,90E+01	4,50E+01	2,52E+01	0
'24-06-16 18:26:11	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,55E+01	1,90E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:12	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,54E+01	1,91E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:13	2,18E+01	1,93E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,54E+01	1,91E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:14	2,18E+01	1,92E+01	4,56E+01	2,50E+01	1,73E+01	4,01E+01	2,54E+01	1,91E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:15	2,18E+01	1,92E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:16	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,49E+01	2,51E+01	0
'24-06-16 18:26:17	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:18	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,50E+01	2,51E+01	0
'24-06-16 18:26:19	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,49E+01	2,51E+01	0
'24-06-16 18:26:20	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,49E+01	2,51E+01	0
'24-06-16 18:26:21	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,49E+01	2,51E+01	0
'24-06-16 18:26:22	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,91E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:23	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:24	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:25	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:26	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:27	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:28	2,18E+01	1,93E+01	4,55E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:29	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:30	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:31	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:32	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,54E+01	1,90E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:33	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,74E+01	4,02E+01	2,54E+01	1,90E+01	4,49E+01	2,50E+01	0
'24-06-16 18:26:34	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,53E+01	1,90E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:35	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,53E+01	1,90E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:36	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:37	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,74E+01	4,02E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:38	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,74E+01	4,02E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:39	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,73E+01	4,02E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:40	2,18E+01	1,93E+01	4,54E+01	2,50E+01	1,74E+01	4,02E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:41	2,18E+01	1,93E+01	4,53E+01	2,50E+01	1,73E+01	4,01E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:42	2,18E+01	1,93E+01	4,53E+01	2,50E+01	1,74E+01	4,01E+01	2,53E+01	1,91E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:43	2,18E+01	1,93E+01	4,53E+01	2,50E+01	1,73E+01	4,00E+01	2,53E+01	1,92E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:44	2,18E+01	1,93E+01	4,53E+01	2,50E+01	1,73E+01	4,00E+01	2,53E+01	1,91E+01	4,48E+01	2,49E+01	0
'24-06-16 18:26:45	2,18E+01	1,94E+01	4,53E+01	2,50E+01	1,74E+01	4,00E+01	2,53E+01	1,92E+01	4,48E+01	2,50E+01	0
'24-06-16 18:26:46	2,18E+01	1,93E+01	4,53E+01	2,51E+01	1,74E+01	4,00E+01	2,53E+01	1,92E+01	4,48E+01	2,49E+01	0
'24-06-16 18:26:47	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,74E+01	4,00E+01	2,53E+01	1,92E+01	4,48E+01	2,49E+01	0
'24-06-16 18:26:48	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,74E+01	4,00E+01	2,53E+01	1,92E+01	4,48E+01	2,49E+01	0
'24-06-16 18:26:49	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,73E+01	4,00E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:50	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,74E+01	4,00E+01	2,53E+01	1,92E+01	4,48E+01	2,49E+01	0
'24-06-16 18:26:51	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:52	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:53	2,18E+01	1,94E+01	4,53E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:54	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,91E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:55	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,91E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:56	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,98E+01	2,53E+01	1,91E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:57	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,98E+01	2,53E+01	1,91E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:58	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,98E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:26:59	2,18E+01	1,93E+01	4,52E+01	2,51E+01	1,74E+01	3,98E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:27:00	2,18E+01	1,94E+01	4,52E+01	2,50E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:27:01	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:27:02	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:27:03	2,18E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,47E+01	2,49E+01	0
'24-06-16 18:27:04	2,19E+01	1,94E+01	4,52E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,46E+01	2,49E+01	0
'24-06-16 18:27:05	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,91E+01	4,46E+01	2,49E+01	0
'24-06-16 18:27:06	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,91E+01	4,46E+01	2,49E+01	0
'24-06-16 18:27:07	2,18E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,53E+01	1,92E+01	4,46E+01	2,49E+01	0
'24-06-16 18:27:08	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,49E+01	0
'24-06-16 18:27:09	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,49E+01	0
'24-06-16 18:27:10	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:11	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:12	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:13	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:14	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,99E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:15	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,98E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:16	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,98E+01	2,52E+01	1,92E+01	4,46E+01	2,48E+01	0
'24-06-16 18:27:17	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,98E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:18	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,98E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:19	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,98E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:20	2,19E+01	1,94E+01	4,51E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:21	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,98E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:22	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:23	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:24	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:25	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:26	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:27	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:28	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:29	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,97E+01	2,52E+01	1,92E+01	4,45E+01	2,48E+01	0
'24-06-16 18:27:30	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,48E+01	0
'24-06-16 18:27:31	2,19E+01	1,94E+01	4,50E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,48E+01	0
'24-06-16 18:27:32	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,48E+01	0
'24-06-16 18:27:33	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:34	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,93E+01	4,44E+01	2,48E+01	0
'24-06-16 18:27:35	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,93E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:36	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,75E+01	3,96E+01	2,52E+01	1,93E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:37	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,75E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:38	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,74E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:39	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,75E+01	3,96E+01	2,52E+01	1,93E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:40	2,19E+01	1,95E+01	4,49E+01	2,51E+01	1,75E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:41	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,75E+01	3,96E+01	2,52E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:42	2,19E+01	1,95E+01	4,49E+01	2,51E+01	1,75E+01	3,96E+01	2,51E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:43	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,74E+01	3,96E+01	2,51E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:44	2,19E+01	1,94E+01	4,49E+01	2,50E+01	1,75E+01	3,96E+01	2,51E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:45	2,19E+01	1,94E+01	4,49E+01	2,51E+01	1,75E+01	3,95E+01	2,51E+01	1,92E+01	4,44E+01	2,47E+01	0
'24-06-16 18:27:46	2,19E+01	1,94E+01	4,48E+01	2,50E+01	1,75E+01	3,95E+01	2,51E+01	1,92E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:47	2,19E+01	1,94E+01	4,48E+01	2,50E+01	1,75E+01	3,95E+01	2,51E+01	1,92E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:48	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,95E+01	2,51E+01	1,92E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:49	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,95E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:50	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:51	2,19E+01	1,94E+01	4,48E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,93E+01	4,43E+01	2,46E+01	0
'24-06-16 18:27:52	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:53	2,19E+01	1,95E+01	4,48E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:54	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,93E+01	2,51E+01	1,93E+01	4,43E+01	2,46E+01	0
'24-06-16 18:27:55	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,93E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:56	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,93E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:57	2,19E+01	1,95E+01	4,48E+01	2,49E+01	1,75E+01	3,93E+01	2,51E+01	1,93E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:58	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,93E+01	2,51E+01	1,92E+01	4,43E+01	2,47E+01	0
'24-06-16 18:27:59	2,19E+01	1,95E+01	4,48E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,43E+01	2,47E+01	0
'24-06-16 18:28:00	2,19E+01	1,95E+01	4,48E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,43E+01	2,46E+01	0
'24-06-16 18:28:01	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:02	2,19E+01	1,95E+01	4,48E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:03	2,19E+01	1,95E+01	4,48E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:04	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:05	2,19E+01	1,95E+01	4,47E+01	2,49E+01	1,75E+01	3,93E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:06	2,19E+01	1,95E+01	4,48E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:07	2,19E+01	1,95E+01	4,47E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:08	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:09	2,19E+01	1,95E+01	4,47E+01	2,49E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:10	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:11	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,42E+01	2,47E+01	0
'24-06-16 18:28:12	2,19E+01	1,95E+01	4,47E+01	2,49E+01	1,75E+01	3,94E+01	2,50E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:13	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,75E+01	3,94E+01	2,51E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:14	2,19E+01	1,95E+01	4,47E+01	2,49E+01	1,76E+01	3,93E+01	2,51E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:15	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,76E+01	3,94E+01	2,50E+01	1,92E+01	4,41E+01	2,46E+01	0
'24-06-16 18:28:16	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,76E+01	3,93E+01	2,51E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:17	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,76E+01	3,93E+01	2,51E+01	1,92E+01	4,41E+01	2,46E+01	0
'24-06-16 18:28:18	2,19E+01	1,95E+01	4,47E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:19	2,19E+01	1,95E+01	4,47E+01	2,50E+01	1,76E+01	3,93E+01	2,51E+01	1,92E+01	4,41E+01	2,46E+01	0
'24-06-16 18:28:20	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,51E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:21	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:22	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:23	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,92E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:24	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,51E+01	1,92E+01	4,41E+01	2,46E+01	0
'24-06-16 18:28:25	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:26	2,20E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,41E+01	2,47E+01	0
'24-06-16 18:28:27	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,47E+01	0
'24-06-16 18:28:28	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:29	2,19E+01	1,95E+01	4,46E+01	2,49E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:30	2,19E+01	1,95E+01	4,46E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:31	2,20E+01	1,95E+01	4,46E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:32	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:33	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:34	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,94E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:35	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,94E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:36	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:37	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,94E+01	4,40E+01	2,46E+01	0
'24-06-16 18:28:38	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,93E+01	2,50E+01	1,93E+01	4,40E+01	2,47E+01	0
'24-06-16 18:28:39	2,19E+01	1,95E+01	4,45E+01	2,48E+01	1,76E+01	3,94E+01	2,50E+01	1,93E+01	4,40E+01	2,46E+01	0
