File name	WAVE0001.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2011 07:20										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
'24-06-11 07:31:53	2,20E+01	2,15E+01	5,21E+01	3,99E+01	2,15E+01	5,60E+01	4,46E+01	2,14E+01	5,69E+01	4,30E+01	0
'24-06-11 07:31:54	2,20E+01	2,15E+01	5,22E+01	4,00E+01	2,15E+01	5,60E+01	4,47E+01	2,14E+01	5,69E+01	4,32E+01	0
'24-06-11 07:31:55	2,21E+01	2,15E+01	5,22E+01	4,00E+01	2,15E+01	5,61E+01	4,48E+01	2,14E+01	5,70E+01	4,32E+01	0
'24-06-11 07:31:56	2,20E+01	2,15E+01	5,22E+01	4,00E+01	2,15E+01	5,61E+01	4,50E+01	2,14E+01	5,70E+01	4,34E+01	0
'24-06-11 07:31:57	2,20E+01	2,15E+01	5,23E+01	4,01E+01	2,15E+01	5,61E+01	4,51E+01	2,14E+01	5,70E+01	4,35E+01	0
'24-06-11 07:31:58	2,20E+01	2,15E+01	5,23E+01	4,01E+01	2,15E+01	5,61E+01	4,52E+01	2,14E+01	5,71E+01	4,36E+01	0
'24-06-11 07:31:59	2,20E+01	2,15E+01	5,23E+01	4,02E+01	2,15E+01	5,60E+01	4,53E+01	2,14E+01	5,71E+01	4,38E+01	0
'24-06-11 07:32:00	2,20E+01	2,15E+01	5,22E+01	4,03E+01	2,15E+01	5,59E+01	4,53E+01	2,14E+01	5,71E+01	4,39E+01	0
'24-06-11 07:32:01	2,20E+01	2,15E+01	5,22E+01	4,04E+01	2,15E+01	5,57E+01	4,54E+01	2,14E+01	5,71E+01	4,40E+01	0
'24-06-11 07:32:02	2,20E+01	2,15E+01	5,22E+01	4,05E+01	2,15E+01	5,55E+01	4,55E+01	2,14E+01	5,72E+01	4,40E+01	0
'24-06-11 07:32:03	2,19E+01	2,15E+01	5,21E+01	4,05E+01	2,15E+01	5,52E+01	4,55E+01	2,14E+01	5,72E+01	4,41E+01	0
'24-06-11 07:32:04	2,19E+01	2,15E+01	5,20E+01	4,06E+01	2,15E+01	5,50E+01	4,56E+01	2,14E+01	5,72E+01	4,41E+01	0
'24-06-11 07:32:05	2,19E+01	2,15E+01	5,18E+01	4,07E+01	2,15E+01	5,48E+01	4,56E+01	2,13E+01	5,72E+01	4,42E+01	0
'24-06-11 07:32:06	2,19E+01	2,15E+01	5,17E+01	4,08E+01	2,15E+01	5,46E+01	4,57E+01	2,13E+01	5,72E+01	4,42E+01	0
'24-06-11 07:32:07	2,18E+01	2,15E+01	5,16E+01	4,09E+01	2,15E+01	5,44E+01	4,57E+01	2,13E+01	5,72E+01	4,43E+01	0
'24-06-11 07:32:08	2,18E+01	2,15E+01	5,15E+01	4,09E+01	2,15E+01	5,44E+01	4,58E+01	2,13E+01	5,71E+01	4,43E+01	0
'24-06-11 07:32:09	2,18E+01	2,15E+01	5,16E+01	4,09E+01	2,15E+01	5,44E+01	4,59E+01	2,13E+01	5,71E+01	4,44E+01	0
'24-06-11 07:32:10	2,17E+01	2,15E+01	5,18E+01	4,10E+01	2,15E+01	5,44E+01	4,59E+01	2,13E+01	5,70E+01	4,44E+01	0
'24-06-11 07:32:11	2,17E+01	2,15E+01	5,19E+01	4,10E+01	2,15E+01	5,44E+01	4,60E+01	2,13E+01	5,69E+01	4,44E+01	0
'24-06-11 07:32:12	2,16E+01	2,15E+01	5,19E+01	4,10E+01	2,15E+01	5,46E+01	4,60E+01	2,13E+01	5,69E+01	4,43E+01	0
'24-06-11 07:32:13	2,15E+01	2,15E+01	5,18E+01	4,11E+01	2,15E+01	5,47E+01	4,61E+01	2,13E+01	5,68E+01	4,44E+01	0
'24-06-11 07:32:14	2,15E+01	2,15E+01	5,18E+01	4,11E+01	2,15E+01	5,48E+01	4,61E+01	2,13E+01	5,67E+01	4,44E+01	0
'24-06-11 07:32:15	2,15E+01	2,15E+01	5,18E+01	4,12E+01	2,15E+01	5,49E+01	4,62E+01	2,13E+01	5,66E+01	4,44E+01	0
'24-06-11 07:32:16	2,15E+01	2,15E+01	5,18E+01	4,14E+01	2,15E+01	5,50E+01	4,63E+01	2,13E+01	5,66E+01	4,44E+01	0
'24-06-11 07:32:17	2,15E+01	2,15E+01	5,19E+01	4,15E+01	2,15E+01	5,51E+01	4,64E+01	2,13E+01	5,66E+01	4,44E+01	0
'24-06-11 07:32:18	2,15E+01	2,15E+01	5,20E+01	4,16E+01	2,15E+01	5,51E+01	4,64E+01	2,13E+01	5,66E+01	4,44E+01	0
'24-06-11 07:32:19	2,15E+01	2,15E+01	5,20E+01	4,18E+01	2,15E+01	5,52E+01	4,65E+01	2,13E+01	5,65E+01	4,45E+01	0
'24-06-11 07:32:20	2,14E+01	2,16E+01	5,21E+01	4,19E+01	2,15E+01	5,53E+01	4,66E+01	2,13E+01	5,65E+01	4,45E+01	0
'24-06-11 07:32:21	2,14E+01	2,16E+01	5,22E+01	4,20E+01	2,15E+01	5,53E+01	4,67E+01	2,13E+01	5,64E+01	4,46E+01	0
'24-06-11 07:32:22	2,14E+01	2,16E+01	5,22E+01	4,22E+01	2,15E+01	5,54E+01	4,68E+01	2,13E+01	5,64E+01	4,46E+01	0
'24-06-11 07:32:23	2,14E+01	2,17E+01	5,23E+01	4,23E+01	2,15E+01	5,55E+01	4,68E+01	2,13E+01	5,64E+01	4,47E+01	0
'24-06-11 07:32:24	2,14E+01	2,17E+01	5,24E+01	4,24E+01	2,15E+01	5,55E+01	4,69E+01	2,13E+01	5,64E+01	4,47E+01	0
'24-06-11 07:32:25	2,13E+01	2,17E+01	5,25E+01	4,24E+01	2,15E+01	5,55E+01	4,70E+01	2,13E+01	5,65E+01	4,48E+01	0
'24-06-11 07:32:26	2,13E+01	2,17E+01	5,25E+01	4,24E+01	2,15E+01	5,55E+01	4,70E+01	2,13E+01	5,65E+01	4,48E+01	0
'24-06-11 07:32:27	2,12E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,55E+01	4,71E+01	2,13E+01	5,65E+01	4,49E+01	0
'24-06-11 07:32:28	2,11E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,55E+01	4,71E+01	2,13E+01	5,65E+01	4,49E+01	0
'24-06-11 07:32:29	2,11E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,56E+01	4,72E+01	2,13E+01	5,66E+01	4,50E+01	0
'24-06-11 07:32:30	2,10E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,56E+01	4,72E+01	2,13E+01	5,66E+01	4,50E+01	0
'24-06-11 07:32:31	2,10E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,57E+01	4,73E+01	2,13E+01	5,66E+01	4,51E+01	0
'24-06-11 07:32:32	2,09E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,57E+01	4,73E+01	2,13E+01	5,66E+01	4,51E+01	0
'24-06-11 07:32:33	2,08E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,58E+01	4,74E+01	2,13E+01	5,67E+01	4,52E+01	0
'24-06-11 07:32:34	2,07E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,58E+01	4,74E+01	2,13E+01	5,67E+01	4,52E+01	0
'24-06-11 07:32:35	2,07E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,58E+01	4,75E+01	2,13E+01	5,68E+01	4,53E+01	0
'24-06-11 07:32:36	2,06E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,58E+01	4,75E+01	2,13E+01	5,68E+01	4,54E+01	0
'24-06-11 07:32:37	2,05E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,58E+01	4,76E+01	2,13E+01	5,68E+01	4,55E+01	0
'24-06-11 07:32:38	2,05E+01	2,17E+01	5,25E+01	4,24E+01	2,15E+01	5,59E+01	4,76E+01	2,13E+01	5,68E+01	4,56E+01	0
'24-06-11 07:32:39	2,04E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,59E+01	4,77E+01	2,13E+01	5,67E+01	4,56E+01	0
'24-06-11 07:32:40	2,04E+01	2,17E+01	5,25E+01	4,25E+01	2,15E+01	5,60E+01	4,77E+01	2,14E+01	5,67E+01	4,57E+01	0
'24-06-11 07:32:41	2,04E+01	2,17E+01	5,25E+01	4,24E+01	2,15E+01	5,60E+01	4,77E+01	2,14E+01	5,66E+01	4,58E+01	0
'24-06-11 07:32:42	2,03E+01	2,17E+01	5,24E+01	4,24E+01	2,15E+01	5,60E+01	4,78E+01	2,14E+01	5,66E+01	4,59E+01	0
'24-06-11 07:32:43	2,03E+01	2,17E+01	5,24E+01	4,24E+01	2,15E+01	5,61E+01	4,78E+01	2,14E+01	5,66E+01	4,60E+01	0
'24-06-11 07:32:44	2,03E+01	2,17E+01	5,24E+01	4,25E+01	2,15E+01	5,61E+01	4,79E+01	2,14E+01	5,66E+01	4,60E+01	0
'24-06-11 07:32:45	2,03E+01	2,17E+01	5,24E+01	4,25E+01	2,15E+01	5,62E+01	4,79E+01	2,14E+01	5,67E+01	4,61E+01	0
'24-06-11 07:32:46	2,02E+01	2,17E+01	5,24E+01	4,27E+01	2,15E+01	5,63E+01	4,80E+01	2,14E+01	5,67E+01	4,61E+01	0
'24-06-11 07:32:47	2,02E+01	2,17E+01	5,24E+01	4,28E+01	2,15E+01	5,63E+01	4,80E+01	2,14E+01	5,68E+01	4,62E+01	0
'24-06-11 07:32:48	2,01E+01	2,17E+01	5,24E+01	4,29E+01	2,15E+01	5,63E+01	4,80E+01	2,15E+01	5,68E+01	4,62E+01	0
'24-06-11 07:32:49	2,00E+01	2,17E+01	5,24E+01	4,30E+01	2,15E+01	5,63E+01	4,81E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:50	1,99E+01	2,18E+01	5,24E+01	4,31E+01	2,15E+01	5,63E+01	4,81E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:51	1,99E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,63E+01	4,82E+01	2,15E+01	5,69E+01	4,63E+01	0
'24-06-11 07:32:52	1,98E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,63E+01	4,82E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:53	1,98E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,63E+01	4,83E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:54	1,98E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,63E+01	4,83E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:55	1,97E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,63E+01	4,84E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:56	1,97E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,63E+01	4,84E+01	2,15E+01	5,69E+01	4,62E+01	0
'24-06-11 07:32:57	1,96E+01	2,18E+01	5,23E+01	4,32E+01	2,15E+01	5,64E+01	4,85E+01	2,15E+01	5,68E+01	4,62E+01	0
'24-06-11 07:32:58	1,96E+01	2,18E+01	5,23E+01	4,33E+01	2,15E+01	5,64E+01	4,85E+01	2,15E+01	5,68E+01	4,62E+01	0
'24-06-11 07:32:59	1,96E+01	2,17E+01	5,23E+01	4,34E+01	2,15E+01	5,64E+01	4,85E+01	2,15E+01	5,67E+01	4,62E+01	0
'24-06-11 07:33:00	1,95E+01	2,17E+01	5,23E+01	4,35E+01	2,15E+01	5,64E+01	4,86E+01	2,15E+01	5,66E+01	4,63E+01	0
'24-06-11 07:33:01	1,95E+01	2,17E+01	5,24E+01	4,37E+01	2,15E+01	5,64E+01	4,86E+01	2,15E+01	5,66E+01	4,63E+01	0
'24-06-11 07:33:02	1,95E+01	2,17E+01	5,25E+01	4,38E+01	2,15E+01	5,63E+01	4,86E+01	2,15E+01	5,66E+01	4,64E+01	0
'24-06-11 07:33:03	1,95E+01	2,17E+01	5,26E+01	4,40E+01	2,15E+01	5,63E+01	4,86E+01	2,15E+01	5,66E+01	4,64E+01	0
'24-06-11 07:33:04	1,95E+01	2,17E+01	5,26E+01	4,40E+01	2,15E+01	5,63E+01	4,87E+01	2,15E+01	5,66E+01	4,65E+01	0
'24-06-11 07:33:05	1,94E+01	2,17E+01	5,26E+01	4,41E+01	2,15E+01	5,64E+01	4,87E+01	2,15E+01	5,67E+01	4,65E+01	0
'24-06-11 07:33:06	1,94E+01	2,17E+01	5,25E+01	4,42E+01	2,15E+01	5,64E+01	4,87E+01	2,15E+01	5,67E+01	4,65E+01	0
'24-06-11 07:33:07	1,94E+01	2,17E+01	5,24E+01	4,42E+01	2,15E+01	5,64E+01	4,86E+01	2,15E+01	5,68E+01	4,65E+01	0
'24-06-11 07:33:08	1,93E+01	2,17E+01	5,23E+01	4,42E+01	2,15E+01	5,63E+01	4,87E+01	2,15E+01	5,68E+01	4,65E+01	0
'24-06-11 07:33:09	1,93E+01	2,17E+01	5,23E+01	4,42E+01	2,15E+01	5,61E+01	4,87E+01	2,15E+01	5,69E+01	4,64E+01	0
'24-06-11 07:33:10	1,93E+01	2,17E+01	5,23E+01	4,41E+01	2,15E+01	5,60E+01	4,87E+01	2,16E+01	5,69E+01	4,64E+01	0
'24-06-11 07:33:11	1,92E+01	2,17E+01	5,23E+01	4,40E+01	2,15E+01	5,60E+01	4,87E+01	2,16E+01	5,69E+01	4,64E+01	0
'24-06-11 07:33:12	1,92E+01	2,17E+01	5,22E+01	4,40E+01	2,15E+01	5,60E+01	4,87E+01	2,16E+01	5,70E+01	4,64E+01	0
'24-06-11 07:33:13	1,92E+01	2,17E+01	5,21E+01	4,39E+01	2,15E+01	5,61E+01	4,88E+01	2,16E+01	5,70E+01	4,64E+01	0
'24-06-11 07:33:14	1,91E+01	2,16E+01	5,21E+01	4,39E+01	2,15E+01	5,61E+01	4,88E+01	2,16E+01	5,70E+01	4,64E+01	0
'24-06-11 07:33:15	1,90E+01	2,16E+01	5,20E+01	4,38E+01	2,15E+01	5,61E+01	4,88E+01	2,16E+01	5,70E+01	4,64E+01	0
'24-06-11 07:33:16	1,90E+01	2,16E+01	5,20E+01	4,38E+01	2,15E+01	5,61E+01	4,88E+01	2,16E+01	5,70E+01	4,64E+01	0
'24-06-11 07:33:17	1,89E+01	2,16E+01	5,20E+01	4,37E+01	2,15E+01	5,62E+01	4,89E+01	2,17E+01	5,70E+01	4,64E+01	0
'24-06-11 07:33:18	1,89E+01	2,16E+01	5,20E+01	4,37E+01	2,15E+01	5,62E+01	4,89E+01	2,17E+01	5,70E+01	4,65E+01	0
'24-06-11 07:33:19	1,88E+01	2,16E+01	5,20E+01	4,37E+01	2,15E+01	5,62E+01	4,89E+01	2,17E+01	5,70E+01	4,66E+01	0
'24-06-11 07:33:20	1,87E+01	2,16E+01	5,20E+01	4,37E+01	2,15E+01	5,62E+01	4,89E+01	2,17E+01	5,70E+01	4,66E+01	0
'24-06-11 07:33:21	1,87E+01	2,16E+01	5,20E+01	4,37E+01	2,15E+01	5,61E+01	4,89E+01	2,17E+01	5,70E+01	4,67E+01	0
'24-06-11 07:33:22	1,86E+01	2,16E+01	5,21E+01	4,37E+01	2,15E+01	5,61E+01	4,89E+01	2,16E+01	5,70E+01	4,67E+01	0
'24-06-11 07:33:23	1,85E+01	2,17E+01	5,22E+01	4,37E+01	2,15E+01	5,60E+01	4,89E+01	2,16E+01	5,70E+01	4,67E+01	0
'24-06-11 07:33:24	1,85E+01	2,17E+01	5,23E+01	4,37E+01	2,15E+01	5,58E+01	4,89E+01	2,16E+01	5,69E+01	4,68E+01	0
'24-06-11 07:33:25	1,84E+01	2,17E+01	5,23E+01	4,37E+01	2,15E+01	5,57E+01	4,89E+01	2,16E+01	5,69E+01	4,68E+01	0
'24-06-11 07:33:26	1,83E+01	2,17E+01	5,23E+01	4,36E+01	2,15E+01	5,57E+01	4,89E+01	2,16E+01	5,68E+01	4,68E+01	0
'24-06-11 07:33:27	1,83E+01	2,17E+01	5,23E+01	4,36E+01	2,15E+01	5,57E+01	4,89E+01	2,16E+01	5,67E+01	4,67E+01	0
'24-06-11 07:33:28	1,82E+01	2,17E+01	5,22E+01	4,34E+01	2,15E+01	5,57E+01	4,89E+01	2,16E+01	5,67E+01	4,67E+01	0
'24-06-11 07:33:29	1,82E+01	2,17E+01	5,23E+01	4,33E+01	2,15E+01	5,58E+01	4,88E+01	2,15E+01	5,67E+01	4,67E+01	0
'24-06-11 07:33:30	1,81E+01	2,17E+01	5,23E+01	4,33E+01	2,15E+01	5,59E+01	4,88E+01	2,15E+01	5,67E+01	4,67E+01	0
'24-06-11 07:33:31	1,81E+01	2,17E+01	5,23E+01	4,32E+01	2,15E+01	5,59E+01	4,88E+01	2,16E+01	5,67E+01	4,68E+01	0
'24-06-11 07:33:32	1,81E+01	2,17E+01	5,23E+01	4,32E+01	2,15E+01	5,60E+01	4,88E+01	2,15E+01	5,67E+01	4,68E+01	0
'24-06-11 07:33:33	1,81E+01	2,17E+01	5,23E+01	4,32E+01	2,15E+01	5,60E+01	4,88E+01	2,16E+01	5,67E+01	4,69E+01	0
'24-06-11 07:33:34	1,81E+01	2,17E+01	5,23E+01	4,32E+01	2,15E+01	5,60E+01	4,88E+01	2,16E+01	5,67E+01	4,69E+01	0
'24-06-11 07:33:35	1,81E+01	2,17E+01	5,23E+01	4,32E+01	2,15E+01	5,60E+01	4,88E+01	2,16E+01	5,66E+01	4,69E+01	0
'24-06-11 07:33:36	1,81E+01	2,17E+01	5,24E+01	4,33E+01	2,15E+01	5,61E+01	4,88E+01	2,16E+01	5,66E+01	4,70E+01	0
'24-06-11 07:33:37	1,80E+01	2,17E+01	5,24E+01	4,32E+01	2,15E+01	5,61E+01	4,89E+01	2,16E+01	5,66E+01	4,71E+01	0
'24-06-11 07:33:38	1,80E+01	2,17E+01	5,24E+01	4,33E+01	2,15E+01	5,61E+01	4,89E+01	2,16E+01	5,66E+01	4,71E+01	0
'24-06-11 07:33:39	1,79E+01	2,17E+01	5,23E+01	4,33E+01	2,15E+01	5,61E+01	4,89E+01	2,16E+01	5,66E+01	4,71E+01	0
'24-06-11 07:33:40	1,79E+01	2,17E+01	5,24E+01	4,34E+01	2,15E+01	5,61E+01	4,89E+01	2,16E+01	5,66E+01	4,72E+01	0
'24-06-11 07:33:41	1,78E+01	2,17E+01	5,24E+01	4,33E+01	2,15E+01	5,62E+01	4,89E+01	2,16E+01	5,67E+01	4,72E+01	0
'24-06-11 07:33:42	1,78E+01	2,17E+01	5,24E+01	4,34E+01	2,15E+01	5,62E+01	4,90E+01	2,17E+01	5,67E+01	4,72E+01	0
'24-06-11 07:33:43	1,77E+01	2,17E+01	5,25E+01	4,34E+01	2,15E+01	5,63E+01	4,90E+01	2,16E+01	5,68E+01	4,72E+01	0
'24-06-11 07:33:44	1,77E+01	2,17E+01	5,26E+01	4,34E+01	2,16E+01	5,63E+01	4,90E+01	2,17E+01	5,68E+01	4,72E+01	0
'24-06-11 07:33:45	1,77E+01	2,17E+01	5,26E+01	4,33E+01	2,16E+01	5,63E+01	4,90E+01	2,17E+01	5,68E+01	4,73E+01	0
'24-06-11 07:33:46	1,76E+01	2,17E+01	5,27E+01	4,33E+01	2,16E+01	5,64E+01	4,91E+01	2,17E+01	5,68E+01	4,73E+01	0
'24-06-11 07:33:47	1,76E+01	2,17E+01	5,27E+01	4,33E+01	2,16E+01	5,64E+01	4,91E+01	2,17E+01	5,68E+01	4,74E+01	0
'24-06-11 07:33:48	1,77E+01	2,17E+01	5,28E+01	4,33E+01	2,16E+01	5,65E+01	4,91E+01	2,17E+01	5,69E+01	4,75E+01	0
'24-06-11 07:33:49	1,77E+01	2,17E+01	5,28E+01	4,32E+01	2,16E+01	5,65E+01	4,91E+01	2,17E+01	5,69E+01	4,75E+01	0
'24-06-11 07:33:50	1,77E+01	2,17E+01	5,28E+01	4,32E+01	2,16E+01	5,65E+01	4,92E+01	2,17E+01	5,69E+01	4,76E+01	0
'24-06-11 07:33:51	1,77E+01	2,17E+01	5,28E+01	4,32E+01	2,16E+01	5,66E+01	4,92E+01	2,17E+01	5,69E+01	4,77E+01	0
'24-06-11 07:33:52	1,77E+01	2,17E+01	5,28E+01	4,31E+01	2,16E+01	5,66E+01	4,92E+01	2,17E+01	5,70E+01	4,77E+01	0
'24-06-11 07:33:53	1,76E+01	2,17E+01	5,28E+01	4,31E+01	2,16E+01	5,66E+01	4,92E+01	2,17E+01	5,70E+01	4,77E+01	0
'24-06-11 07:33:54	1,76E+01	2,17E+01	5,27E+01	4,31E+01	2,16E+01	5,66E+01	4,93E+01	2,17E+01	5,70E+01	4,77E+01	0
'24-06-11 07:33:55	1,76E+01	2,17E+01	5,26E+01	4,30E+01	2,16E+01	5,66E+01	4,93E+01	2,17E+01	5,70E+01	4,77E+01	0
'24-06-11 07:33:56	1,76E+01	2,17E+01	5,26E+01	4,30E+01	2,16E+01	5,66E+01	4,93E+01	2,17E+01	5,71E+01	4,77E+01	0
'24-06-11 07:33:57	1,76E+01	2,17E+01	5,25E+01	4,30E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,77E+01	0
'24-06-11 07:33:58	1,76E+01	2,16E+01	5,25E+01	4,30E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,78E+01	0
'24-06-11 07:33:59	1,75E+01	2,16E+01	5,24E+01	4,30E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,78E+01	0
'24-06-11 07:34:00	1,75E+01	2,16E+01	5,24E+01	4,31E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,78E+01	0
'24-06-11 07:34:01	1,75E+01	2,16E+01	5,24E+01	4,32E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,79E+01	0
'24-06-11 07:34:02	1,75E+01	2,16E+01	5,24E+01	4,32E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,79E+01	0
'24-06-11 07:34:03	1,74E+01	2,17E+01	5,23E+01	4,32E+01	2,16E+01	5,65E+01	4,93E+01	2,17E+01	5,71E+01	4,79E+01	0
'24-06-11 07:34:04	1,75E+01	2,18E+01	5,24E+01	4,33E+01	2,17E+01	5,66E+01	4,94E+01	2,18E+01	5,71E+01	4,79E+01	0
'24-06-11 07:34:05	1,75E+01	2,18E+01	5,24E+01	4,33E+01	2,17E+01	5,66E+01	4,94E+01	2,18E+01	5,72E+01	4,79E+01	0
'24-06-11 07:34:06	1,75E+01	2,18E+01	5,23E+01	4,33E+01	2,17E+01	5,66E+01	4,95E+01	2,18E+01	5,72E+01	4,79E+01	0
'24-06-11 07:34:07	1,74E+01	2,17E+01	5,23E+01	4,32E+01	2,17E+01	5,66E+01	4,95E+01	2,17E+01	5,72E+01	4,79E+01	0
'24-06-11 07:34:08	1,74E+01	2,17E+01	5,23E+01	4,32E+01	2,17E+01	5,66E+01	4,95E+01	2,17E+01	5,72E+01	4,79E+01	0
'24-06-11 07:34:09	1,74E+01	2,17E+01	5,22E+01	4,32E+01	2,17E+01	5,66E+01	4,95E+01	2,17E+01	5,73E+01	4,79E+01	0
'24-06-11 07:34:10	1,73E+01	2,17E+01	5,22E+01	4,31E+01	2,17E+01	5,66E+01	4,96E+01	2,17E+01	5,73E+01	4,79E+01	0
'24-06-11 07:34:11	1,73E+01	2,17E+01	5,21E+01	4,30E+01	2,17E+01	5,66E+01	4,96E+01	2,17E+01	5,73E+01	4,79E+01	0
'24-06-11 07:34:12	1,73E+01	2,17E+01	5,20E+01	4,30E+01	2,17E+01	5,66E+01	4,96E+01	2,17E+01	5,73E+01	4,80E+01	0
'24-06-11 07:34:13	1,73E+01	2,17E+01	5,20E+01	4,29E+01	2,17E+01	5,66E+01	4,96E+01	2,17E+01	5,74E+01	4,79E+01	0
'24-06-11 07:34:14	1,74E+01	2,17E+01	5,20E+01	4,28E+01	2,17E+01	5,66E+01	4,97E+01	2,17E+01	5,74E+01	4,80E+01	0
'24-06-11 07:34:15	1,73E+01	2,17E+01	5,20E+01	4,28E+01	2,17E+01	5,67E+01	4,97E+01	2,17E+01	5,74E+01	4,80E+01	0
'24-06-11 07:34:16	1,73E+01	2,17E+01	5,21E+01	4,28E+01	2,17E+01	5,67E+01	4,97E+01	2,17E+01	5,74E+01	4,80E+01	0
'24-06-11 07:34:17	1,73E+01	2,17E+01	5,22E+01	4,28E+01	2,17E+01	5,67E+01	4,97E+01	2,17E+01	5,74E+01	4,80E+01	0
'24-06-11 07:34:18	1,73E+01	2,17E+01	5,23E+01	4,29E+01	2,17E+01	5,67E+01	4,97E+01	2,18E+01	5,75E+01	4,80E+01	0
'24-06-11 07:34:19	1,72E+01	2,16E+01	5,23E+01	4,29E+01	2,17E+01	5,66E+01	4,97E+01	2,18E+01	5,75E+01	4,81E+01	0
'24-06-11 07:34:20	1,72E+01	2,16E+01	5,24E+01	4,30E+01	2,17E+01	5,66E+01	4,97E+01	2,18E+01	5,74E+01	4,81E+01	0
'24-06-11 07:34:21	1,71E+01	2,16E+01	5,24E+01	4,30E+01	2,17E+01	5,66E+01	4,97E+01	2,18E+01	5,74E+01	4,81E+01	0
'24-06-11 07:34:22	1,71E+01	2,16E+01	5,24E+01	4,31E+01	2,17E+01	5,66E+01	4,97E+01	2,18E+01	5,72E+01	4,81E+01	0
'24-06-11 07:34:23	1,70E+01	2,16E+01	5,24E+01	4,31E+01	2,17E+01	5,66E+01	4,98E+01	2,18E+01	5,72E+01	4,81E+01	0
'24-06-11 07:34:24	1,70E+01	2,16E+01	5,24E+01	4,31E+01	2,17E+01	5,66E+01	4,98E+01	2,18E+01	5,71E+01	4,81E+01	0
'24-06-11 07:34:25	1,69E+01	2,16E+01	5,24E+01	4,31E+01	2,17E+01	5,66E+01	4,98E+01	2,18E+01	5,71E+01	4,81E+01	0
'24-06-11 07:34:26	1,69E+01	2,16E+01	5,25E+01	4,32E+01	2,17E+01	5,66E+01	4,97E+01	2,18E+01	5,71E+01	4,81E+01	0
'24-06-11 07:34:27	1,69E+01	2,16E+01	5,25E+01	4,32E+01	2,17E+01	5,66E+01	4,97E+01	2,18E+01	5,71E+01	4,81E+01	0
'24-06-11 07:34:28	1,70E+01	2,16E+01	5,25E+01	4,33E+01	2,17E+01	5,66E+01	4,96E+01	2,18E+01	5,70E+01	4,80E+01	0
'24-06-11 07:34:29	1,69E+01	2,16E+01	5,26E+01	4,33E+01	2,17E+01	5,66E+01	4,96E+01	2,18E+01	5,70E+01	4,80E+01	0
'24-06-11 07:34:30	1,70E+01	2,16E+01	5,27E+01	4,34E+01	2,17E+01	5,66E+01	4,96E+01	2,18E+01	5,70E+01	4,79E+01	0
'24-06-11 07:34:31	1,70E+01	2,16E+01	5,28E+01	4,34E+01	2,17E+01	5,66E+01	4,95E+01	2,18E+01	5,69E+01	4,78E+01	0
'24-06-11 07:34:32	1,70E+01	2,16E+01	5,28E+01	4,35E+01	2,17E+01	5,66E+01	4,95E+01	2,17E+01	5,69E+01	4,77E+01	0
'24-06-11 07:34:33	1,70E+01	2,16E+01	5,29E+01	4,35E+01	2,17E+01	5,65E+01	4,95E+01	2,17E+01	5,68E+01	4,76E+01	0
'24-06-11 07:34:34	1,70E+01	2,17E+01	5,29E+01	4,35E+01	2,17E+01	5,65E+01	4,95E+01	2,17E+01	5,67E+01	4,75E+01	0
'24-06-11 07:34:35	1,70E+01	2,16E+01	5,29E+01	4,36E+01	2,17E+01	5,65E+01	4,94E+01	2,16E+01	5,66E+01	4,75E+01	0
