File name	WAVE0002.TXT	V 1.11									
Title comment	Nov-20										
Trigger Time	24/06/2011 15:39										
Ch	Mode	Range	Comment	Scaling	Ratio	Offset					
CH-1	Tc	2000 C	P11	Off	-	-					
CH-2	Tc	2000 C	P12	Off	-	-					
CH-3	Tc	2000 C	P13	Off	-	-					
CH-4	Tc	2000 C	P14	Off	-	-					
CH-5	Tc	2000 C	P15	Off	-	-					
CH-6	Tc	2000 C	P16	Off	-	-					
CH-7	Tc	2000 C	P17	Off	-	-					
CH-8	Tc	2000 C	P18	Off	-	-					
CH-9	Tc	2000 C	P19	Off	-	-					
CH-10	Tc	2000 C	P20	Off	-	-					
Time	CH-1[C]	CH-2[C]	CH-3[C]	CH-4[C]	CH-5[C]	CH-6[C]	CH-7[C]	CH-8[C]	CH-9[C]	CH-10[C]	Event
'24-06-11 17:02:17	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,67E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:18	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,67E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:19	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:20	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:21	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:22	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:23	2,12E+01	1,95E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:24	2,12E+01	1,95E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:25	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:26	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:27	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:28	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:29	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:30	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:31	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:32	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:33	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:34	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:35	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,88E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:36	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:37	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:38	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:39	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:40	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,67E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:41	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:42	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:43	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,67E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:44	2,12E+01	1,95E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:45	2,12E+01	1,95E+01	2,34E+01	2,07E+01	1,89E+01	2,67E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:46	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:47	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:48	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:49	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:50	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:51	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:52	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:53	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,65E+01	2,05E+01	0
'24-06-11 17:02:54	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:55	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,87E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:56	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:57	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:02:58	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:02:59	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,66E+01	2,05E+01	0
'24-06-11 17:03:00	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:01	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:02	2,12E+01	1,95E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:03	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:04	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:05	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:06	2,12E+01	1,94E+01	2,34E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:07	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:08	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:09	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:10	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,66E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:11	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:12	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:13	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:14	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:15	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:16	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:17	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:18	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:19	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:20	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:21	2,13E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:22	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:23	2,12E+01	1,94E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:24	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:25	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:26	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:27	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:28	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:29	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:30	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:31	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:32	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:33	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:34	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,89E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:35	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:36	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:37	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:38	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,89E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:39	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:40	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:41	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:42	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:43	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:44	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,65E+01	2,05E+01	0
'24-06-11 17:03:45	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:46	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:47	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:48	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:49	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:50	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,87E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:51	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:52	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:53	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:54	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:55	2,12E+01	1,95E+01	2,32E+01	2,08E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:56	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:57	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:03:58	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:03:59	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:00	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,87E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:01	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:02	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:03	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:04	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:05	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:06	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:07	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:04:08	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:09	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:10	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:11	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:12	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,65E+01	2,07E+01	1,88E+01	2,64E+01	2,05E+01	0
'24-06-11 17:04:13	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:14	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:15	2,12E+01	1,95E+01	2,33E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:16	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:17	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:18	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:19	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:20	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:21	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:22	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:23	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:24	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:25	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:26	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:27	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:28	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:29	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:30	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:31	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,90E+01	2,64E+01	2,07E+01	1,88E+01	2,63E+01	2,05E+01	0
'24-06-11 17:04:32	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:33	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,88E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:34	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:35	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:36	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:37	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:38	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:39	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:40	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,88E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:41	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:42	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:43	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:44	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:45	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:46	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,63E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:47	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:48	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:49	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:50	2,12E+01	1,95E+01	2,32E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:51	2,12E+01	1,96E+01	2,32E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:52	2,12E+01	1,96E+01	2,32E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:53	2,12E+01	1,95E+01	2,31E+01	2,08E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:54	2,12E+01	1,96E+01	2,31E+01	2,08E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
'24-06-11 17:04:55	2,12E+01	1,96E+01	2,31E+01	2,07E+01	1,89E+01	2,62E+01	2,07E+01	1,89E+01	2,62E+01	2,05E+01	0
